shopid;orderid;buyerid;itemid;gmv;order_time
2343;1124873;2796;7851110;7.0;13/01/2020
2963;1124879;1323;5710994;76.0;11/04/2020
2903;1124882;3712;5543394;9.0;16/05/2020
2952;1124886;2255;2079587;36.0;24/04/2020
2357;1124887;1869;4838914;54.0;27/07/2020
2685;1124896;4129;8713094;74.0;28/12/2020
2201;1124904;1464;8786259;39.0;31/10/2020
2181;1124906;2752;1912606;12.0;19/12/2020
2087;1124911;1193;5239995;28.0;11/01/2020
2728;1124918;1641;2579516;37.0;21/11/2020
2193;1124926;2133;3806662;93.0;08/08/2020
2965;1124932;3819;5714870;39.0;24/05/2020
2178;1124938;3110;4895793;82.0;12/11/2020
2544;1124942;1117;3527284;64.0;03/07/2020
2566;1124948;1913;5541229;15.0;08/10/2020
2889;1124957;3942;8425049;68.0;27/10/2020
2584;1124967;1476;4837535;65.0;20/08/2020
2664;1124969;3664;9092275;48.0;02/08/2020
2070;1124970;1061;5704781;35.0;16/03/2020
2459;1124976;2352;1882203;77.0;24/10/2020
2887;1124985;1254;2928645;14.0;23/02/2020
2714;1124986;3694;6204695;49.0;23/08/2020
2103;1124994;4417;7496902;39.0;14/02/2020
2431;1125001;4913;8108572;41.0;15/01/2020
2732;1125005;4903;2743661;74.0;10/12/2020
2401;1125010;4736;6905599;53.0;19/05/2020
2158;1125020;3127;2748332;13.0;02/08/2020
2845;1125023;4433;8909583;32.0;06/08/2020
2978;1125024;4185;5948519;8.0;23/09/2020
2449;1125030;4640;5447305;57.0;05/12/2020
2908;1125039;2151;9095984;17.0;29/01/2020
2209;1125049;1720;3840385;32.0;16/10/2020
2099;1125059;2884;8727654;57.0;24/01/2020
2060;1125064;1190;6069014;67.0;14/10/2020
2875;1125068;2687;9292524;46.0;21/04/2020
2150;1125075;1462;7546582;27.0;30/08/2020
2295;1125084;3676;7381445;88.0;10/05/2020
2402;1125090;3957;6079419;38.0;22/10/2020
2568;1125100;4748;9299907;38.0;31/08/2020
2812;1125105;4299;5910149;49.0;09/12/2020
2002;1125112;4736;3313553;7.0;27/02/2020
2746;1125121;3409;5690536;73.0;25/05/2020
2899;1125123;1004;9273029;17.0;23/11/2020
2606;1125127;1386;3541525;99.0;23/08/2020
2029;1125133;1572;8718541;77.0;03/11/2020
2466;1125141;4394;6964582;45.0;11/05/2020
2142;1125147;3763;2937059;62.0;29/03/2020
2571;1125156;1677;6566688;22.0;28/10/2020
2564;1125157;2393;4338414;78.0;08/09/2020
2272;1125162;4075;7113039;43.0;21/10/2020
2847;1125163;4796;9148673;82.0;07/05/2020
2200;1125164;4756;5743229;6.0;03/09/2020
2720;1125169;4710;6667418;31.0;08/12/2020
2057;1125171;1490;4462718;40.0;24/01/2020
2311;1125177;4620;5739298;73.0;14/03/2020
2584;1125184;2207;7431384;39.0;28/03/2020
2018;1125192;1690;6394868;79.0;02/11/2020
2730;1125194;1686;3387118;94.0;30/11/2020
2730;1125197;4582;7518060;4.0;19/08/2020
2307;1125198;3763;9249615;29.0;12/11/2020
2724;1125207;4234;6562323;55.0;21/01/2020
2980;1125217;4681;6839706;45.0;06/04/2020
2130;1125227;3395;6591130;46.0;17/03/2020
2677;1125230;2445;3928089;29.0;29/11/2020
2550;1125235;1011;3995743;5.0;24/02/2020
2546;1125239;4313;7755965;13.0;01/05/2020
2086;1125242;2136;8774952;12.0;13/02/2020
2113;1125247;3654;6622464;94.0;28/10/2020
2561;1125256;4636;2660807;75.0;08/07/2020
2684;1125265;2902;5048700;37.0;25/07/2020
2849;1125266;4765;2607595;9.0;29/03/2020
2010;1125268;4934;2532697;27.0;18/07/2020
2363;1125274;3869;5890433;85.0;20/01/2020
2881;1125277;1423;1819103;15.0;30/03/2020
2025;1125280;1500;8627054;36.0;15/08/2020
2005;1125282;4949;6927884;86.0;23/10/2020
2465;1125288;4784;9029271;67.0;21/12/2020
2753;1125292;2029;2378142;35.0;28/12/2020
2291;1125298;4721;5771570;45.0;01/04/2020
2246;1125306;4040;1785939;87.0;16/03/2020
2161;1125308;4620;5317936;20.0;16/10/2020
2072;1125315;1298;7314108;15.0;30/01/2020
2028;1125317;4350;4873871;31.0;08/05/2020
2683;1125321;1428;1512955;53.0;23/06/2020
2295;1125328;1237;7190939;3.0;26/01/2020
2803;1125330;2727;8721122;62.0;08/05/2020
2314;1125340;3512;7793337;19.0;19/06/2020
2968;1125344;1890;2096465;48.0;13/07/2020
2468;1125346;1307;5552091;84.0;19/06/2020
2626;1125349;2351;6171861;6.0;06/09/2020
2146;1125358;2546;1400333;67.0;01/08/2020
2313;1125366;3085;8621438;23.0;22/10/2020
2312;1125373;4860;7165227;44.0;09/07/2020
2550;1125383;2184;1817750;31.0;08/09/2020
2329;1125385;2367;5655204;70.0;30/08/2020
2812;1125391;1070;7577551;20.0;30/10/2020
2858;1125394;4262;5212547;86.0;27/05/2020
2436;1125396;4563;6155646;63.0;07/10/2020
2783;1125401;3982;5676231;99.0;16/08/2020
2936;1125409;3564;7286974;83.0;12/12/2020
2383;1125411;3053;4253218;81.0;10/05/2020
2920;1125419;2778;6235739;52.0;12/11/2020
2938;1125422;1753;2838404;57.0;31/01/2020
2332;1125430;2807;7495746;8.0;07/10/2020
2452;1125435;4249;5573714;72.0;11/02/2020
2937;1125440;2759;3981046;46.0;21/08/2020
2701;1125450;1707;6134535;41.0;05/09/2020
2477;1125455;1926;3460020;61.0;03/12/2020
2624;1125457;3109;7076808;30.0;16/10/2020
2281;1125461;4161;8157010;85.0;29/03/2020
2759;1125468;2624;7972691;39.0;22/06/2020
2068;1125476;3705;8748399;73.0;19/12/2020
2038;1125482;4407;4354309;49.0;19/09/2020
2972;1125490;4939;8610374;98.0;02/07/2020
2881;1125495;1826;1308114;3.0;25/07/2020
2147;1125499;2875;8830934;31.0;21/06/2020
2931;1125504;3186;2220321;27.0;18/09/2020
2418;1125506;2548;3639677;6.0;08/11/2020
2582;1125515;4318;8243859;18.0;22/03/2020
2373;1125520;2326;4306244;69.0;07/07/2020
2422;1125521;1035;9143475;22.0;17/07/2020
2474;1125525;4266;4791118;26.0;31/12/2020
2271;1125532;4075;8708004;71.0;15/04/2020
2962;1125542;2631;3202714;26.0;02/12/2020
2386;1125548;3650;2020938;22.0;27/03/2020
2197;1125551;1782;5671952;95.0;27/04/2020
2715;1125557;4405;7591676;82.0;03/09/2020
2613;1125558;3409;3643275;11.0;08/06/2020
2010;1125559;3439;3961812;45.0;14/01/2020
2884;1125567;1212;5908314;58.0;15/04/2020
2551;1125571;1461;6206727;53.0;04/09/2020
2610;1125579;2672;3293296;39.0;29/12/2020
2643;1125583;3534;5300755;34.0;12/09/2020
2584;1125586;3804;7349227;6.0;15/02/2020
2771;1125591;3013;3658500;2.0;24/05/2020
2877;1125598;3270;7501661;77.0;16/10/2020
2869;1125599;3794;1405460;51.0;15/06/2020
2786;1125601;4156;1350310;8.0;03/11/2020
2547;1125603;2471;9190777;92.0;18/05/2020
2829;1125604;1983;7667813;57.0;13/05/2020
2894;1125608;1276;6653283;76.0;25/01/2020
2038;1125612;1306;2922276;10.0;14/02/2020
2659;1125619;4443;8179784;76.0;12/08/2020
2494;1125623;3263;8122705;58.0;22/06/2020
2078;1125625;2937;8836693;24.0;07/01/2020
2324;1125626;2278;8295297;39.0;09/04/2020
2529;1125632;1389;2533618;31.0;13/02/2020
2114;1125633;3806;8488544;40.0;01/10/2020
2109;1125642;4444;7512094;92.0;18/09/2020
2437;1125644;4291;2744353;2.0;24/06/2020
2484;1125649;4365;8826376;22.0;02/05/2020
2577;1125655;4295;6968445;16.0;16/11/2020
2811;1125658;4068;5288579;22.0;17/07/2020
2683;1125663;3859;6080483;53.0;16/06/2020
2058;1125664;2126;7104360;12.0;07/03/2020
2877;1125666;1938;3948805;95.0;27/11/2020
2496;1125670;2834;7184979;16.0;07/03/2020
2285;1125673;4704;9277336;6.0;10/12/2020
2721;1125679;1379;4345873;40.0;18/01/2020
2953;1125685;3024;7015770;80.0;11/04/2020
2010;1125687;1116;8424124;41.0;11/03/2020
2297;1125688;4498;4129974;42.0;29/05/2020
2170;1125698;1978;1798811;17.0;21/09/2020
2371;1125699;2950;3245050;83.0;16/03/2020
2965;1125702;1437;4584830;86.0;29/07/2020
2856;1125710;2358;2335071;18.0;07/07/2020
2069;1125720;4344;5947619;66.0;06/10/2020
2891;1125723;4055;2467061;46.0;02/11/2020
2898;1125725;3704;8723589;44.0;27/06/2020
2998;1125735;1306;8331064;82.0;05/11/2020
2700;1125741;3305;4760504;10.0;06/07/2020
2008;1125751;1356;6424281;91.0;20/04/2020
2328;1125752;1513;3596981;55.0;02/02/2020
2548;1125753;1110;3050440;9.0;26/12/2020
2337;1125760;2100;2287561;40.0;30/03/2020
2343;1125764;3258;4005058;95.0;03/05/2020
2809;1125770;4560;5278332;52.0;14/06/2020
2935;1125774;1801;5079402;36.0;29/06/2020
2613;1125783;4370;4644241;7.0;26/10/2020
2429;1125790;2551;4766531;61.0;21/09/2020
2316;1125795;4578;5952099;90.0;20/01/2020
2918;1125805;4425;1798806;17.0;12/07/2020
2749;1125809;3332;2410461;25.0;10/07/2020
2453;1125813;3071;8214646;26.0;04/08/2020
2801;1125814;4484;6677493;46.0;06/12/2020
2389;1125821;3248;1928337;25.0;04/03/2020
2327;1125824;2004;4422867;65.0;15/02/2020
2523;1125826;1269;4108402;19.0;30/05/2020
2514;1125829;4554;7870221;63.0;21/09/2020
2217;1125830;2402;4351642;96.0;08/12/2020
2282;1125836;4330;1525583;30.0;26/04/2020
2957;1125839;2698;5547251;53.0;24/10/2020
2327;1125847;4769;4208807;28.0;27/08/2020
2248;1125856;1218;3997895;80.0;02/06/2020
2153;1125866;4864;5810263;48.0;02/01/2020
2962;1125872;2888;1943872;86.0;20/12/2020
2748;1125882;1885;3301004;57.0;23/02/2020
2384;1125885;2429;8028608;51.0;03/11/2020
2931;1125890;1218;4754140;24.0;10/03/2020
2219;1125900;2721;5400552;59.0;19/03/2020
2113;1125906;4712;1882405;11.0;04/08/2020
2621;1125914;2796;3575777;93.0;09/03/2020
2291;1125917;1038;4795167;49.0;26/02/2020
2932;1125924;3140;8011467;38.0;11/11/2020
2736;1125929;2717;5581802;63.0;19/11/2020
2115;1125930;1388;4711897;3.0;30/10/2020
2997;1125936;1521;3792885;67.0;31/01/2020
2504;1125938;1556;4992412;59.0;28/02/2020
2979;1125943;1966;3324171;11.0;14/11/2020
2791;1125952;3035;6332055;25.0;14/04/2020
2808;1125962;3849;2535928;53.0;08/07/2020
2517;1125969;2074;2658277;42.0;22/08/2020
2309;1125972;1878;7473887;69.0;15/06/2020
2255;1125973;4403;2172040;8.0;24/05/2020
2104;1125982;1026;4658613;28.0;20/02/2020
2750;1125990;2111;4958511;45.0;08/06/2020
2720;1125999;4817;1304896;63.0;13/04/2020
2956;1126009;2170;2640277;24.0;27/03/2020
2683;1126012;3712;6304982;91.0;15/10/2020
2040;1126016;3854;1887897;47.0;31/12/2020
2364;1126023;1026;2304409;20.0;12/02/2020
2329;1126031;4249;4628697;37.0;18/02/2020
2727;1126041;2457;1373322;39.0;15/09/2020
2904;1126044;3567;6684592;32.0;17/02/2020
2401;1126049;1674;1436606;56.0;16/07/2020
2301;1126058;4500;4214503;3.0;10/06/2020
2430;1126060;2101;2254418;91.0;20/05/2020
2368;1126067;3766;7923814;60.0;26/02/2020
2027;1126074;2279;6571314;3.0;21/01/2020
2701;1126078;3721;3220578;35.0;23/12/2020
2057;1126081;4033;9292045;84.0;05/05/2020
2332;1126087;4026;1598053;33.0;12/05/2020
2659;1126089;3250;5365657;98.0;14/04/2020
2671;1126091;2734;5684314;70.0;23/11/2020
2449;1126092;3967;8324116;62.0;06/06/2020
2542;1126095;1657;1637126;90.0;20/05/2020
2081;1126104;4949;7492908;21.0;20/04/2020
2597;1126113;2635;3830483;74.0;13/08/2020
2057;1126118;3253;6764987;97.0;17/12/2020
2033;1126125;2469;4815010;70.0;02/11/2020
2087;1126129;4615;4736737;18.0;04/06/2020
2830;1126132;3337;9024615;17.0;30/04/2020
2373;1126140;3396;6173154;76.0;16/07/2020
2524;1126143;2620;4802255;18.0;05/01/2020
2681;1126152;3107;6929829;10.0;02/07/2020
2914;1126158;4354;8220438;27.0;12/11/2020
2402;1126160;1115;2926207;87.0;27/11/2020
2231;1126166;4042;3385469;17.0;01/05/2020
2675;1126176;1197;6302898;36.0;01/10/2020
2763;1126177;2703;1927671;78.0;02/09/2020
2702;1126179;3875;9292650;18.0;14/01/2020
2112;1126181;4922;3706500;73.0;27/02/2020
2802;1126187;3034;4778325;41.0;31/05/2020
2708;1126195;3636;3580415;80.0;02/07/2020
2489;1126200;4373;6331787;64.0;02/10/2020
2169;1126205;3690;2795369;90.0;04/03/2020
2545;1126214;3746;3232203;45.0;27/08/2020
2465;1126216;3565;6988437;17.0;02/09/2020
2065;1126224;1834;9310205;85.0;01/12/2020
2993;1126225;4419;9259549;53.0;02/07/2020
2542;1126235;4985;7499121;50.0;27/11/2020
2580;1126236;4857;7268162;55.0;07/06/2020
2529;1126237;3455;7009613;29.0;06/12/2020
2227;1126240;3112;5918170;82.0;09/02/2020
2112;1126244;3900;3293437;90.0;12/04/2020
2526;1126245;3692;4093176;43.0;26/07/2020
2013;1126249;1506;8873886;87.0;20/02/2020
2932;1126250;3175;8046003;21.0;10/07/2020
2508;1126258;4489;7340707;7.0;06/11/2020
2653;1126264;3041;8797115;86.0;09/02/2020
2384;1126267;3132;6440652;86.0;08/01/2020
2038;1126277;2762;1759051;75.0;18/09/2020
2266;1126284;2346;7128799;37.0;07/11/2020
2014;1126289;1398;2605241;20.0;11/07/2020
2324;1126291;2635;6792152;25.0;05/10/2020
2767;1126297;4083;4540665;91.0;28/08/2020
2552;1126304;3125;3956857;4.0;27/05/2020
2414;1126305;2367;5971097;22.0;23/11/2020
2828;1126309;2745;6935350;34.0;25/03/2020
2130;1126313;2120;5434671;75.0;15/02/2020
2875;1126320;2100;1777181;15.0;20/02/2020
2905;1126321;4906;5287258;86.0;02/06/2020
2763;1126331;3418;6399085;45.0;11/04/2020
2164;1126333;1909;4137599;88.0;23/01/2020
2779;1126342;3994;2590024;17.0;22/01/2020
2106;1126352;1070;3681515;9.0;25/07/2020
2422;1126359;4251;7806985;77.0;09/12/2020
2023;1126363;2170;7814282;83.0;10/11/2020
2393;1126368;4940;2947738;77.0;01/02/2020
2806;1126376;3601;3671249;18.0;06/04/2020
2782;1126378;2225;2041950;6.0;12/12/2020
2747;1126382;2041;6488892;35.0;25/04/2020
2044;1126385;4741;3533493;27.0;13/10/2020
2636;1126395;1992;2998742;11.0;30/10/2020
2428;1126402;2160;8845685;98.0;10/06/2020
2510;1126405;2095;7655257;27.0;12/09/2020
2482;1126408;2322;9347325;52.0;09/01/2020
2476;1126409;4828;5861281;70.0;23/12/2020
2141;1126413;3176;7922680;68.0;13/12/2020
2057;1126423;4238;6363272;8.0;07/07/2020
2374;1126432;2627;4371194;12.0;06/01/2020
2613;1126439;4355;4816316;85.0;14/10/2020
2093;1126448;1394;7667080;16.0;28/03/2020
2842;1126449;3119;2769859;9.0;30/11/2020
2770;1126450;2532;7472767;48.0;08/12/2020
2026;1126457;3503;3715150;79.0;22/07/2020
2776;1126465;1451;6039134;20.0;19/09/2020
2142;1126468;3674;6388758;62.0;20/08/2020
2389;1126473;3047;4499678;6.0;31/05/2020
2299;1126474;2587;3027053;13.0;19/11/2020
2922;1126478;2414;2808406;25.0;01/01/2020
2998;1126479;4445;8752161;50.0;24/09/2020
2274;1126486;4244;4589979;81.0;30/12/2020
2739;1126496;2595;7226697;49.0;15/05/2020
2021;1126506;2384;3806771;89.0;19/11/2020
2144;1126516;2700;5256799;13.0;30/10/2020
2397;1126519;2050;2947848;63.0;20/03/2020
2152;1126524;2558;1563178;93.0;07/01/2020
2704;1126528;1285;7841520;4.0;14/10/2020
2848;1126534;1186;1425863;78.0;17/06/2020
2266;1126535;2206;6276809;62.0;08/02/2020
2992;1126543;3274;4848954;7.0;27/05/2020
2970;1126544;1847;4086235;72.0;12/12/2020
2737;1126553;3997;3010458;67.0;18/02/2020
2151;1126555;2188;7152779;94.0;19/07/2020
2387;1126563;1796;8776811;43.0;23/07/2020
2054;1126571;3025;6415420;48.0;08/06/2020
2640;1126576;1895;8185094;98.0;07/08/2020
2539;1126582;3947;3206466;36.0;06/03/2020
2438;1126583;1392;3615730;28.0;02/09/2020
2971;1126588;3579;8111938;14.0;06/04/2020
2352;1126598;3120;2763877;73.0;16/09/2020
2712;1126599;3873;3832394;79.0;03/05/2020
2438;1126608;1276;5918594;55.0;16/11/2020
2766;1126615;3357;2581279;94.0;16/06/2020
2234;1126620;4687;3603348;61.0;09/07/2020
2458;1126623;2931;4772983;37.0;24/12/2020
2351;1126633;1957;4580524;21.0;03/12/2020
2723;1126636;3971;6871485;73.0;24/01/2020
2064;1126641;2028;2687278;82.0;26/02/2020
2216;1126642;1942;5419916;10.0;09/06/2020
2121;1126644;2466;5869071;11.0;05/02/2020
2784;1126652;4078;2023492;68.0;18/08/2020
2601;1126656;3761;6118340;67.0;30/08/2020
2430;1126664;3214;7514799;69.0;01/03/2020
2287;1126668;3174;4742594;48.0;26/11/2020
2938;1126672;4879;5733295;80.0;03/01/2020
2394;1126675;3373;4275785;90.0;25/12/2020
2794;1126680;3010;1421811;85.0;17/09/2020
2459;1126686;4421;5723555;26.0;16/03/2020
2212;1126691;2508;4107519;4.0;10/11/2020
2097;1126699;2389;7356423;60.0;23/03/2020
2129;1126701;4892;9064984;72.0;31/03/2020
2611;1126702;4689;1880497;61.0;26/06/2020
2334;1126706;2126;4634237;53.0;30/12/2020
2216;1126714;4117;8421453;1.0;20/09/2020
2761;1126715;1606;6615336;3.0;31/08/2020
2492;1126718;3918;3133450;93.0;17/09/2020
2269;1126726;1580;5278974;66.0;31/12/2020
2687;1126729;3747;8674361;12.0;24/01/2020
2316;1126730;4618;5899605;70.0;22/01/2020
2450;1126733;1837;1352697;39.0;07/07/2020
2221;1126738;2315;3612512;44.0;18/05/2020
2005;1126739;2699;5309518;98.0;06/04/2020
2264;1126746;2505;6348333;92.0;17/03/2020
2024;1126755;3611;4768088;23.0;21/11/2020
2500;1126765;1673;6810537;28.0;18/06/2020
2164;1126769;1556;6442914;33.0;04/04/2020
2354;1126777;4202;4441957;57.0;15/07/2020
2738;1126782;2332;5233342;92.0;25/06/2020
2151;1126784;2885;2684398;64.0;01/02/2020
2990;1126787;3562;8719871;51.0;09/03/2020
2784;1126797;4704;3471519;13.0;04/11/2020
2087;1126806;4342;5635072;36.0;13/04/2020
2806;1126810;1020;6078830;75.0;19/08/2020
2920;1126816;3563;3921563;36.0;27/10/2020
2971;1126820;2714;7189170;50.0;13/03/2020
2343;1126830;2495;1457528;34.0;29/04/2020
2409;1126832;1054;1650264;37.0;01/10/2020
2199;1126841;3225;9148838;57.0;15/01/2020
2464;1126849;3395;3039256;21.0;05/05/2020
2821;1126850;4871;5404855;3.0;18/06/2020
2602;1126855;1102;8730111;10.0;07/08/2020
2288;1126863;1844;5456230;61.0;17/01/2020
2435;1126869;4832;4214826;23.0;16/03/2020
2204;1126875;1447;5284892;69.0;08/09/2020
2229;1126879;2668;7437680;19.0;05/02/2020
2949;1126888;3512;3777690;62.0;15/10/2020
2922;1126894;2327;3096748;74.0;03/07/2020
2762;1126900;2982;2106563;16.0;11/05/2020
2936;1126902;4561;8591936;22.0;22/09/2020
2892;1126904;1584;1472508;42.0;12/10/2020
2649;1126908;2794;5998803;100.0;10/06/2020
2799;1126917;3196;6597846;17.0;08/11/2020
2555;1126926;3621;6462007;63.0;24/08/2020
2117;1126935;1556;8616263;80.0;03/10/2020
2918;1126940;1079;4275011;23.0;28/06/2020
2151;1126948;3629;1315481;77.0;29/06/2020
2000;1126956;2161;6470857;83.0;11/08/2020
2239;1126964;3349;3642639;38.0;01/08/2020
2039;1126966;2327;8736038;5.0;08/11/2020
2666;1126968;1274;3577693;47.0;02/10/2020
2918;1126972;2737;9000607;9.0;15/03/2020
2647;1126981;1913;5534317;49.0;12/07/2020
2314;1126987;4566;7649811;17.0;22/12/2020
2322;1126989;4527;7759637;86.0;23/01/2020
2944;1126997;1652;4765962;79.0;29/06/2020
2547;1126999;4352;3434095;16.0;11/09/2020
2899;1127008;3515;8040436;93.0;25/06/2020
2051;1127018;2666;2835284;87.0;24/06/2020
2626;1127024;3350;7369730;66.0;07/08/2020
2357;1127025;4840;2701995;85.0;23/08/2020
2807;1127030;2613;8674649;59.0;04/12/2020
2911;1127032;2382;7511805;100.0;11/01/2020
2874;1127033;4103;7791595;43.0;22/11/2020
2167;1127041;3010;6636452;31.0;08/02/2020
2932;1127043;3520;5728134;5.0;22/12/2020
2679;1127048;4974;7108147;85.0;12/08/2020
2151;1127050;3810;4505556;100.0;07/04/2020
2155;1127057;3771;3603850;68.0;29/03/2020
2220;1127067;2817;4108516;26.0;18/06/2020
2270;1127077;4960;8089460;75.0;20/04/2020
2185;1127085;4433;1468660;83.0;25/05/2020
2522;1127092;3709;7534716;30.0;28/05/2020
2747;1127096;2245;3593079;1.0;16/10/2020
2984;1127097;4120;5943683;44.0;01/08/2020
2130;1127100;2028;6812442;22.0;21/12/2020
2585;1127105;2130;5618710;65.0;10/07/2020
2913;1127115;2569;1307035;7.0;29/02/2020
2010;1127122;4816;7037723;49.0;25/04/2020
2340;1127132;2913;8756736;56.0;22/10/2020
2271;1127139;1895;7972729;83.0;22/10/2020
2604;1127146;4519;8859181;80.0;05/07/2020
2154;1127149;3277;8341525;97.0;27/04/2020
2214;1127159;2455;8866287;74.0;13/12/2020
2394;1127167;2694;5933247;81.0;28/08/2020
2409;1127173;2016;6999458;64.0;28/03/2020
2610;1127176;1295;1583079;43.0;19/07/2020
2100;1127183;2786;1494702;93.0;06/05/2020
2388;1127188;2540;3709231;75.0;06/12/2020
2130;1127197;2946;5807131;65.0;18/01/2020
2329;1127202;2600;1740087;11.0;02/10/2020
2861;1127209;1790;1831330;51.0;26/11/2020
2454;1127211;4248;8616472;87.0;12/04/2020
2428;1127214;4429;6148163;18.0;06/01/2020
2507;1127224;2070;8202792;77.0;10/02/2020
2318;1127231;3846;6935737;38.0;10/02/2020
2279;1127238;3215;7291974;100.0;01/04/2020
2403;1127243;2466;8778598;45.0;18/04/2020
2927;1127250;1393;5304396;27.0;15/11/2020
2615;1127258;3915;6795381;67.0;03/08/2020
2992;1127265;1471;8753750;23.0;02/05/2020
2529;1127268;4968;1307528;92.0;26/06/2020
2064;1127276;3191;4719746;73.0;23/05/2020
2204;1127278;4553;5669167;13.0;02/03/2020
2444;1127283;2988;8362366;82.0;31/07/2020
2766;1127284;1228;2538892;83.0;12/07/2020
2003;1127291;1558;4801229;80.0;03/06/2020
2579;1127296;3108;4182240;34.0;08/12/2020
2914;1127298;4258;3563212;26.0;18/01/2020
2489;1127301;4314;7098560;85.0;04/12/2020
2907;1127309;4442;4154557;60.0;08/11/2020
2566;1127317;1719;2789533;78.0;09/04/2020
2250;1127326;2460;7791798;100.0;29/10/2020
2867;1127334;1406;2310074;92.0;27/05/2020
2424;1127335;4168;3653384;28.0;20/04/2020
2565;1127345;3068;5538631;88.0;09/11/2020
2662;1127352;3355;8246422;46.0;05/10/2020
2086;1127354;4584;3347041;8.0;09/05/2020
2806;1127361;4831;3854317;75.0;25/11/2020
2340;1127366;3238;6206257;75.0;29/10/2020
2674;1127370;1649;7041034;39.0;22/01/2020
2708;1127377;1541;5836277;26.0;17/03/2020
2769;1127382;4773;8090783;71.0;29/12/2020
2945;1127390;3169;8178515;7.0;03/05/2020
2184;1127395;1238;3415340;69.0;13/01/2020
2574;1127404;2456;1889018;60.0;10/02/2020
2729;1127406;4814;7092415;55.0;17/05/2020
2890;1127408;2172;4285869;1.0;03/10/2020
2677;1127410;4839;1878989;6.0;24/03/2020
2634;1127412;2751;7170409;17.0;02/10/2020
2941;1127413;2166;3380446;45.0;02/10/2020
2668;1127423;1177;8187224;59.0;07/09/2020
2327;1127431;3936;9267794;28.0;06/10/2020
2216;1127434;4773;2003576;65.0;13/03/2020
2130;1127444;3171;2631371;28.0;24/09/2020
2528;1127452;4162;8348330;11.0;04/04/2020
2183;1127453;1456;3535223;87.0;22/07/2020
2728;1127456;1024;1382761;27.0;03/11/2020
2108;1127464;2710;8589360;54.0;20/12/2020
2799;1127465;3994;1661939;99.0;20/11/2020
2669;1127473;1020;4599254;42.0;30/08/2020
2514;1127479;2856;2200092;25.0;25/06/2020
2187;1127489;3820;5180213;33.0;10/11/2020
2142;1127492;4854;6517096;81.0;07/06/2020
2768;1127494;1172;2202487;22.0;03/08/2020
2287;1127501;4323;6892962;9.0;05/01/2020
2972;1127509;4734;5414563;52.0;08/09/2020
2001;1127510;3272;6292463;18.0;14/04/2020
2168;1127512;3547;2797006;46.0;12/04/2020
2182;1127519;1022;3097612;52.0;07/10/2020
2207;1127528;1695;2213342;49.0;02/02/2020
2429;1127535;3830;2425851;94.0;07/08/2020
2450;1127542;4589;2576317;97.0;15/07/2020
2156;1127548;4906;4271097;85.0;07/04/2020
2076;1127549;2867;1493294;63.0;18/12/2020
2391;1127556;2988;5279199;67.0;19/07/2020
2310;1127561;3484;4448944;62.0;14/01/2020
2911;1127563;4022;3706145;13.0;20/11/2020
2920;1127572;3321;7085760;13.0;16/09/2020
2931;1127578;1787;7886486;92.0;24/12/2020
2967;1127583;2832;1963597;29.0;16/05/2020
2681;1127585;1989;7671698;23.0;09/05/2020
2254;1127588;4021;9318686;66.0;10/07/2020
2365;1127597;3876;5458571;67.0;05/12/2020
2645;1127599;1386;6824094;76.0;10/10/2020
2732;1127603;4489;1606477;32.0;10/12/2020
2177;1127613;4673;6823439;94.0;13/09/2020
2279;1127622;3337;9217192;90.0;20/05/2020
2839;1127629;1700;8760803;40.0;22/08/2020
2354;1127634;3652;5584385;83.0;05/08/2020
2415;1127642;1147;8391259;80.0;05/08/2020
2398;1127645;1930;6945206;21.0;26/03/2020
2872;1127647;3667;4417636;95.0;25/04/2020
2821;1127652;2918;5014792;48.0;27/11/2020
2869;1127661;3078;7206988;90.0;15/05/2020
2340;1127666;1479;4866959;82.0;06/01/2020
2145;1127667;1466;8150232;33.0;01/05/2020
2136;1127668;1615;5226366;95.0;18/05/2020
2355;1127675;4195;2991026;2.0;21/05/2020
2483;1127682;4255;5251797;10.0;14/01/2020
2962;1127690;4029;8673398;1.0;18/07/2020
2992;1127695;3366;3123465;21.0;24/05/2020
2505;1127697;3342;2989679;37.0;08/12/2020
2717;1127706;3142;8639116;40.0;07/11/2020
2526;1127713;4201;4606499;82.0;15/04/2020
2408;1127722;1559;4981525;11.0;02/01/2020
2634;1127723;2291;8877729;100.0;20/02/2020
2612;1127730;1152;8383787;49.0;28/02/2020
2859;1127733;2765;5095300;14.0;12/05/2020
2661;1127736;3503;7656570;51.0;04/10/2020
2761;1127743;3374;3888364;11.0;06/11/2020
2525;1127746;4781;9056202;83.0;11/02/2020
2099;1127750;1495;3876287;7.0;19/05/2020
2971;1127760;4183;4866197;43.0;13/05/2020
2282;1127768;3499;8964434;17.0;21/07/2020
2154;1127774;1146;7740824;82.0;06/10/2020
2669;1127779;1768;4220523;63.0;19/12/2020
2305;1127783;1230;7518469;25.0;26/07/2020
2491;1127785;3689;8748400;26.0;12/09/2020
2391;1127795;2865;5325995;7.0;19/07/2020
2865;1127802;3085;7897033;83.0;26/04/2020
2981;1127804;4174;5761101;44.0;25/03/2020
2344;1127808;4543;4100434;17.0;11/11/2020
2181;1127813;4791;3629311;100.0;26/03/2020
2380;1127818;3218;2003940;27.0;07/09/2020
2703;1127827;1928;3740357;62.0;26/04/2020
2785;1127835;3360;1859703;61.0;02/09/2020
2610;1127842;4614;1856781;40.0;21/12/2020
