shopid;buyerid;register_date;country
2419;4940;18/10/2020;SZ
2459;1423;08/03/2019;ID
2273;2948;01/01/2018;SG
2369;1645;08/04/2018;ID
2845;3860;02/07/2018;MY
2489;4566;07/05/2019;SZ
2687;2948;30/04/2019;SG
2370;4977;28/02/2021;SZ
2363;4823;13/02/2019;SZ
2548;2781;10/06/2020;SG
2744;1848;23/07/2018;ID
2799;4023;02/08/2021;PH
2038;2496;20/02/2020;SG
2458;4081;27/05/2018;PH
2474;3767;07/02/2021;MY
2634;4736;09/07/2021;SZ
2353;2932;03/12/2019;SG
2600;1441;10/09/2019;ID
2377;1847;16/03/2018;ID
2041;2572;03/07/2020;SG
2874;2705;12/09/2021;SG
2476;2215;04/08/2021;SG
2138;1697;18/10/2021;ID
2502;2240;21/10/2020;SG
2341;3717;12/11/2021;MY
2632;1890;04/10/2019;ID
2590;1356;05/02/2018;ID
2821;4337;27/09/2018;PH
2513;1236;17/01/2020;ID
2016;4106;11/01/2021;PH
2644;1288;07/07/2021;ID
2894;3671;14/11/2019;MY
2949;2351;10/12/2018;SG
2166;1891;29/11/2018;ID
2503;3496;15/04/2019;MY
2303;4694;10/07/2019;SZ
2203;2682;10/01/2020;SG
2700;2103;11/10/2019;SG
2597;1510;23/01/2021;ID
2314;3271;06/11/2020;MY
2591;4039;29/02/2020;PH
2274;2113;10/04/2021;SG
2322;1075;21/12/2020;ID
2682;3946;17/07/2020;MY
2287;4252;28/01/2019;PH
2820;4146;20/11/2020;PH
2225;4298;07/09/2020;PH
2238;4291;09/07/2019;PH
2858;2929;16/09/2018;SG
2470;4493;01/04/2018;PH
2837;4711;11/05/2019;SZ
2434;4235;15/01/2019;PH
2115;3586;29/05/2021;MY
2512;3956;20/06/2021;MY
2923;3123;04/05/2020;MY
2847;3957;10/01/2020;MY
2185;3551;12/05/2019;MY
2804;3801;30/03/2019;MY
2307;1319;01/11/2018;ID
2398;1711;04/02/2019;ID
2992;3968;26/08/2018;MY
2495;1476;08/10/2020;ID
2254;2903;01/01/2019;SG
2547;1807;23/12/2020;ID
2599;2889;14/07/2019;SG
2740;4233;05/11/2020;PH
2585;2609;03/06/2019;SG
2021;4503;14/06/2019;SZ
2751;2438;22/03/2021;SG
2022;3742;04/03/2018;MY
2719;1922;09/05/2018;ID
2474;1271;20/11/2020;ID
2367;4726;30/01/2020;SZ
2841;2939;28/01/2020;SG
2022;3819;30/01/2018;MY
2202;2145;30/07/2020;SG
2066;1874;06/12/2021;ID
2441;2040;07/07/2021;SG
2896;1789;06/01/2019;ID
2676;1160;03/05/2020;ID
2380;3819;26/11/2019;MY
2829;1394;13/01/2021;ID
2365;3526;08/06/2019;MY
2787;1126;23/10/2020;ID
2488;1015;16/05/2019;ID
2945;4831;04/04/2018;SZ
2041;3909;15/11/2018;MY
2842;1927;27/10/2018;ID
2914;4806;22/10/2019;SZ
2237;3412;07/09/2018;MY
2047;4181;18/12/2018;PH
2504;4079;20/03/2020;PH
2251;2451;18/04/2021;SG
2704;3080;16/09/2018;MY
2261;3809;17/01/2021;MY
2855;4533;10/01/2020;SZ
2751;2503;30/03/2020;SG
2008;1109;13/12/2020;ID
2974;1935;13/03/2019;ID
2587;4679;08/11/2021;SZ
2712;1800;06/12/2018;ID
2241;2413;20/04/2019;SG
2419;3949;18/01/2020;MY
2973;3422;07/08/2018;MY
2490;3414;15/08/2021;MY
2787;2555;17/04/2021;SG
2122;3439;04/03/2019;MY
2159;1332;03/09/2021;ID
2794;3120;02/04/2018;MY
2033;2112;16/09/2019;SG
2152;4312;26/01/2018;PH
2822;3695;24/08/2020;MY
2814;3707;22/09/2020;MY
2458;1016;06/03/2018;ID
2547;2813;17/10/2021;SG
2174;4843;05/11/2019;SZ
2425;1695;11/05/2020;ID
2097;3563;29/08/2020;MY
2728;1246;10/03/2021;ID
2127;2960;12/07/2019;SG
2217;4523;23/06/2018;SZ
2644;2570;01/11/2019;SG
2509;4114;12/04/2018;PH
2686;4966;26/12/2021;SZ
2990;1655;08/02/2020;ID
2892;2465;12/06/2020;SG
2544;2419;02/01/2021;SG
2666;1649;28/12/2021;ID
2279;4768;22/10/2021;SZ
2617;3238;12/12/2020;MY
2639;2126;16/03/2019;SG
2472;2394;15/01/2020;SG
2552;3989;23/01/2020;MY
2905;2305;22/04/2018;SG
2172;4969;17/08/2020;SZ
2561;1549;25/05/2018;ID
2364;1923;03/11/2020;ID
2229;2651;16/03/2019;SG
2197;1344;07/01/2021;ID
2061;1406;15/07/2020;ID
2639;2814;19/04/2018;SG
2040;4856;28/05/2019;SZ
2799;3939;06/08/2020;MY
2624;2032;13/10/2018;SG
2876;2093;09/09/2021;SG
2661;1929;23/04/2020;ID
2251;4459;16/03/2019;PH
2282;2007;20/09/2021;SG
2907;2229;21/08/2020;SG
2907;4636;05/07/2018;SZ
2845;2173;13/02/2020;SG
2628;2509;08/10/2020;SG
2489;3102;25/09/2019;MY
2886;4891;28/04/2019;SZ
2991;4224;03/08/2018;PH
2976;1314;30/12/2020;ID
2180;4730;30/11/2020;SZ
2454;3266;17/03/2019;MY
2229;4775;21/03/2019;SZ
2692;2377;30/12/2021;SG
2479;3385;12/04/2018;MY
2512;4765;17/06/2019;SZ
2108;2682;26/09/2020;SG
2149;3182;07/12/2018;MY
2909;3409;28/06/2019;MY
2673;1316;28/05/2019;ID
2437;1205;06/05/2020;ID
2826;4434;15/02/2019;PH
2291;3308;31/03/2019;MY
2749;3178;19/08/2021;MY
2979;2854;24/07/2019;SG
2485;2055;03/04/2018;SG
2960;4951;03/12/2018;SZ
2636;3548;06/08/2020;MY
2834;3154;30/05/2021;MY
2897;1086;07/08/2018;ID
2951;4698;29/06/2020;SZ
2484;1714;11/08/2021;ID
2962;2143;06/09/2018;SG
2710;1594;20/08/2018;ID
2036;1329;29/12/2019;ID
2887;3121;03/03/2019;MY
2647;3832;14/02/2018;MY
2482;2808;28/07/2018;SG
2948;1112;14/09/2018;ID
2453;4800;21/08/2020;SZ
2837;2058;20/04/2021;SG
2210;3649;01/10/2018;MY
2869;2406;27/02/2021;SG
2923;1775;05/02/2021;ID
2631;3202;26/05/2019;MY
2082;4171;16/06/2019;PH
2921;3795;24/03/2021;MY
2332;1677;20/03/2021;ID
2242;2527;15/04/2019;SG
2921;2062;17/06/2019;SG
2281;3562;27/05/2020;MY
2502;2900;29/10/2020;SG
2109;2007;28/07/2020;SG
2911;2380;08/07/2021;SG
2405;3238;25/07/2020;MY
2699;1861;12/07/2020;ID
2239;1381;18/06/2018;ID
2550;4224;04/10/2020;PH
2746;2534;26/06/2020;SG
2312;2500;09/04/2021;SG
2714;1819;08/05/2021;ID
2574;4505;04/05/2020;SZ
2489;4691;10/07/2018;SZ
2272;3312;09/06/2021;MY
2056;4568;25/01/2019;SZ
2248;1971;23/06/2021;ID
2121;4881;05/08/2020;SZ
2581;3204;15/04/2021;MY
2666;3437;04/04/2020;MY
2170;4125;19/02/2020;PH
2049;1116;13/04/2020;ID
2021;4240;01/03/2020;PH
2770;3598;23/04/2018;MY
2333;2650;13/10/2020;SG
2502;1132;23/10/2020;ID
2314;1722;13/12/2019;ID
2261;4202;11/02/2018;PH
2687;1009;11/09/2018;ID
2296;1233;27/07/2018;ID
2608;2529;09/03/2021;SG
2657;4095;29/10/2021;PH
2651;2818;20/03/2021;SG
2440;4390;26/01/2018;PH
2811;4582;14/03/2018;SZ
2401;4973;10/10/2021;SZ
2972;3022;08/04/2021;MY
2710;2476;20/01/2021;SG
2230;1464;22/02/2021;ID
2472;3197;30/10/2018;MY
2508;4782;16/10/2020;SZ
2469;2488;02/01/2019;SG
2262;1650;28/07/2020;ID
2796;1280;10/11/2020;ID
2710;1133;16/02/2021;ID
2008;2420;27/07/2021;SG
2206;4775;04/12/2019;SZ
2947;1714;09/08/2020;ID
2205;2857;04/05/2021;SG
2781;2378;25/01/2019;SG
2367;3411;19/03/2019;MY
2852;1942;29/09/2020;ID
2120;4953;19/07/2021;SZ
2102;2754;05/04/2018;SG
2189;1397;09/08/2019;ID
2756;1411;24/10/2020;ID
2107;2198;19/01/2018;SG
2959;3102;14/12/2018;MY
2670;1351;31/08/2020;ID
2114;2179;26/05/2020;SG
2065;3884;22/09/2020;MY
2169;1965;05/07/2021;ID
2083;2502;08/07/2019;SG
2419;3750;29/05/2020;MY
2286;1364;02/10/2021;ID
2324;1495;10/12/2018;ID
2167;4255;17/12/2019;PH
2090;3902;16/01/2018;MY
2697;2306;10/03/2020;SG
2514;4631;05/02/2020;SZ
2808;3682;03/11/2021;MY
2548;1160;01/06/2021;ID
2974;4560;11/10/2018;SZ
2242;1570;12/10/2021;ID
2998;4163;01/05/2021;PH
2361;2843;24/09/2020;SG
2803;1201;12/02/2019;ID
2469;3854;08/02/2020;MY
2712;1740;17/01/2018;ID
2304;2853;09/12/2021;SG
2312;3871;09/12/2020;MY
2242;2554;11/12/2019;SG
2655;3766;03/10/2021;MY
2073;3769;20/10/2018;MY
2255;2269;02/02/2020;SG
2817;4542;19/09/2019;SZ
2797;4810;01/12/2018;SZ
2176;2220;26/06/2020;SG
2215;3474;17/02/2020;MY
2808;4419;02/10/2020;PH
2311;3275;09/11/2019;MY
2030;3946;16/05/2019;MY
2125;1911;04/04/2018;ID
2283;1918;04/08/2021;ID
2364;1852;26/05/2018;ID
2817;2234;19/06/2019;SG
2325;1905;15/03/2020;ID
2900;2376;28/07/2018;SG
2992;3165;17/09/2018;MY
2299;3050;21/04/2020;MY
2386;1515;17/02/2021;ID
2865;3589;22/12/2018;MY
2736;1536;08/12/2021;ID
2184;1078;01/07/2020;ID
2267;3038;18/08/2021;MY
2931;1229;14/09/2018;ID
2239;2925;12/02/2019;SG
2603;1019;23/07/2019;ID
2096;1404;13/10/2020;ID
2486;2198;25/10/2021;SG
2122;2464;27/10/2021;SG
2482;2079;25/06/2019;SG
2138;4625;12/12/2019;SZ
2490;2852;13/01/2020;SG
2805;2589;10/07/2021;SG
2824;2543;10/07/2018;SG
2881;2207;01/12/2019;SG
2717;3625;05/06/2019;MY
2960;4679;05/12/2019;SZ
2005;4102;06/08/2019;PH
2598;2219;01/06/2021;SG
2358;3018;23/08/2021;MY
2568;1050;24/06/2021;ID
2377;4039;16/06/2019;PH
2453;3971;17/09/2019;MY
2970;1433;08/10/2019;ID
2338;4768;02/10/2019;SZ
2345;2254;16/10/2021;SG
2795;1640;01/10/2019;ID
2556;2858;14/07/2018;SG
2352;3469;13/01/2018;MY
2978;3246;08/02/2021;MY
2850;1165;22/11/2019;ID
2637;4961;27/01/2021;SZ
2021;1987;15/11/2020;ID
2224;1366;14/08/2018;ID
2676;1451;06/07/2019;ID
2273;2380;09/06/2020;SG
2579;3783;02/12/2018;MY
2195;3428;14/07/2021;MY
2478;3805;23/04/2020;MY
2022;1774;01/12/2019;ID
2446;2867;14/02/2018;SG
2904;3997;01/02/2019;MY
2580;4372;11/10/2018;PH
2976;2471;18/06/2019;SG
2236;4867;05/07/2018;SZ
2054;4197;17/10/2021;PH
2479;3391;19/03/2020;MY
2897;4329;23/09/2020;PH
2338;4466;10/12/2021;PH
2887;2631;14/10/2018;SG
2569;4405;20/06/2020;PH
2245;1740;28/02/2019;ID
2640;4276;11/01/2021;PH
2627;4795;30/04/2020;SZ
2565;3439;04/03/2019;MY
2228;1511;17/08/2018;ID
2448;2061;16/08/2020;SG
2302;3409;26/02/2020;MY
2673;2623;15/05/2020;SG
2326;1413;13/04/2020;ID
2780;1917;05/10/2021;ID
2518;1772;01/04/2018;ID
2347;2745;08/10/2018;SG
2812;1359;30/08/2019;ID
2938;2660;16/03/2021;SG
2431;3351;08/08/2020;MY
2558;2041;03/03/2019;SG
2250;2884;09/11/2019;SG
2244;4317;02/04/2020;PH
2001;2862;18/03/2021;SG
2453;1826;15/06/2018;ID
2348;1858;10/07/2020;ID
2172;3843;23/12/2018;MY
2232;2690;21/12/2021;SG
2013;2905;24/03/2018;SG
2655;3251;29/11/2019;MY
2279;3815;27/04/2019;MY
2750;1437;28/12/2020;ID
2617;1168;13/03/2019;ID
2870;4220;25/10/2021;PH
2328;2852;05/03/2020;SG
2244;3087;09/11/2018;MY
2039;4751;20/02/2021;SZ
2252;1162;15/11/2020;ID
2163;4438;27/07/2020;PH
2818;4858;02/11/2018;SZ
2490;3180;05/09/2021;MY
2043;3092;15/01/2018;MY
2874;4470;04/05/2019;PH
2671;4712;03/08/2020;SZ
2046;1005;19/11/2021;ID
2498;1175;18/05/2020;ID
2550;3416;28/04/2020;MY
2713;4818;21/09/2020;SZ
2222;3125;15/06/2019;MY
2983;2054;22/12/2019;SG
2439;2901;13/03/2021;SG
2422;1061;28/08/2020;ID
2389;2479;31/01/2021;SG
2222;2896;18/09/2019;SG
2590;1344;26/12/2021;ID
2578;3605;07/12/2021;MY
2556;2987;20/04/2019;SG
2038;2414;25/08/2021;SG
2989;2329;20/05/2019;SG
2435;3301;03/02/2020;MY
2042;4747;29/07/2019;SZ
2668;2088;12/09/2018;SG
2040;4545;25/02/2019;SZ
2718;3748;27/10/2021;MY
2942;2170;27/06/2019;SG
2237;3027;25/07/2018;MY
2186;2157;16/04/2018;SG
2045;2565;06/03/2019;SG
2835;3876;27/06/2020;MY
2265;3918;04/12/2020;MY
2451;2841;13/02/2018;SG
2898;3896;22/05/2020;MY
2030;2829;30/01/2020;SG
2811;1327;26/03/2018;ID
2894;2323;08/10/2019;SG
2359;4158;25/10/2020;PH
2684;4833;26/02/2018;SZ
2942;1820;07/01/2021;ID
2393;1121;23/12/2019;ID
2790;2118;17/11/2018;SG
2470;2733;10/03/2019;SG
2901;4507;08/08/2019;SZ
2641;2529;25/05/2020;SG
2763;2106;05/06/2021;SG
2466;2046;31/05/2018;SG
2952;3651;01/07/2018;MY
2657;2368;12/11/2019;SG
2216;2829;17/11/2018;SG
2145;2379;08/07/2018;SG
2276;1498;13/05/2021;ID
2880;3714;23/11/2019;MY
2934;2271;24/04/2020;SG
2263;4039;20/09/2018;PH
2489;2499;02/08/2019;SG
2169;3693;11/05/2020;MY
2423;3009;31/01/2018;MY
2761;3645;06/08/2019;MY
2153;3304;06/12/2021;MY
2842;1088;22/12/2021;ID
2902;3265;18/05/2021;MY
2172;3775;28/09/2021;MY
2250;2827;17/03/2020;SG
2719;1476;23/05/2019;ID
2729;1450;04/05/2020;ID
2897;3171;14/01/2018;MY
2715;2354;02/10/2018;SG
2126;4088;17/03/2019;PH
2827;3602;13/10/2020;MY
2779;2563;30/12/2019;SG
2169;1334;02/07/2019;ID
2157;2391;04/04/2018;SG
2422;4612;03/03/2018;SZ
2267;2089;12/10/2021;SG
2527;4044;11/05/2021;PH
2532;1386;06/06/2020;ID
3000;2534;11/02/2020;SG
2261;4026;07/09/2021;PH
2489;4839;13/04/2020;SZ
2892;4302;28/09/2018;PH
2019;2088;28/03/2019;SG
2300;4161;06/10/2019;PH
2062;1737;08/04/2018;ID
2440;1073;09/10/2020;ID
2954;1148;19/09/2018;ID
2738;3684;18/12/2019;MY
2537;1741;11/09/2020;ID
2842;2452;08/10/2018;SG
2632;1929;12/07/2019;ID
2265;2653;01/07/2021;SG
2501;4442;21/08/2018;PH
2961;3721;13/04/2019;MY
2023;1247;01/04/2019;ID
2033;2620;16/02/2018;SG
2264;1713;24/03/2020;ID
2805;2323;04/01/2019;SG
2310;4007;10/09/2020;PH
2364;4867;08/10/2020;SZ
2450;4902;12/12/2021;SZ
2498;1513;21/06/2020;ID
2217;1329;03/11/2018;ID
2542;2503;12/12/2019;SG
2724;3808;01/09/2021;MY
2070;4272;07/08/2018;PH
2593;3869;20/08/2021;MY
2803;3467;07/07/2021;MY
2852;4973;17/11/2019;SZ
2542;4326;23/01/2021;PH
2118;2925;03/11/2021;SG
2814;2100;22/09/2021;SG
2036;1572;02/06/2021;ID
2297;1356;25/05/2021;ID
2016;1801;25/06/2020;ID
2146;3920;04/06/2019;MY
2913;3204;13/12/2021;MY
2088;1586;26/05/2018;ID
2477;1642;07/02/2019;ID
2568;2851;20/08/2021;SG
2797;4340;26/07/2020;PH
2928;3447;15/09/2019;MY
2386;4284;16/08/2021;PH
2186;4222;21/10/2020;PH
2042;2817;15/11/2021;SG
2156;4652;07/05/2019;SZ
2309;2460;11/02/2018;SG
2427;2270;08/11/2019;SG
2969;4246;14/09/2021;PH
2884;2973;13/06/2019;SG
2539;3520;21/05/2021;MY
2008;1077;16/03/2019;ID
2869;3833;06/05/2020;MY
2177;3506;22/03/2019;MY
2654;1242;19/07/2019;ID
2639;3707;03/01/2021;MY
2324;1378;22/06/2018;ID
2678;2412;03/10/2021;SG
2086;3999;01/03/2020;MY
2253;1602;05/10/2019;ID
2511;1115;30/05/2018;ID
2374;1955;17/05/2018;ID
2159;3304;24/08/2021;MY
2440;3765;11/06/2018;MY
2811;2150;04/05/2021;SG
2909;3500;23/06/2020;MY
2986;1901;03/06/2018;ID
2251;4710;10/05/2020;SZ
2518;4972;09/10/2019;SZ
2793;3415;21/10/2018;MY
2454;3708;22/03/2019;MY
2386;3299;20/02/2018;MY
2503;2628;23/03/2020;SG
2224;3031;04/10/2021;MY
2404;2230;17/03/2018;SG
2709;1399;08/08/2021;ID
2895;4576;23/04/2019;SZ
2481;1780;15/11/2019;ID
2740;3867;06/03/2021;MY
2963;1925;02/05/2021;ID
2115;3556;18/01/2019;MY
2119;3953;10/11/2021;MY
2411;1187;03/08/2021;ID
2205;1620;06/05/2018;ID
2536;3504;12/10/2019;MY
2428;1690;28/09/2018;ID
2560;4308;18/01/2020;PH
2499;4410;21/11/2021;PH
2983;1728;09/07/2018;ID
2399;4699;16/05/2019;SZ
2854;1084;04/01/2020;ID
2646;2908;18/08/2020;SG
2643;3693;24/01/2019;MY
2398;3689;16/12/2021;MY
2035;2695;25/12/2020;SG
2858;1996;06/07/2020;ID
2226;4267;30/05/2021;PH
2751;2430;19/04/2019;SG
2099;4140;12/11/2021;PH
2621;2638;23/07/2019;SG
2808;3118;24/08/2020;MY
2000;4536;19/02/2020;SZ
2630;2214;12/04/2018;SG
2137;3562;08/10/2018;MY
2266;1415;16/02/2021;ID
2855;2128;03/01/2018;SG
2369;4660;13/09/2019;SZ
2235;2343;28/04/2021;SG
2755;2045;20/07/2019;SG
2359;3672;09/08/2018;MY
2017;1280;23/07/2018;ID
2301;4972;04/07/2018;SZ
2027;4170;02/04/2019;PH
2626;2199;09/08/2018;SG
2931;1469;01/02/2020;ID
2873;4307;01/09/2019;PH
2482;3295;18/12/2020;MY
2246;3048;02/09/2018;MY
2140;2868;21/01/2018;SG
2309;2337;10/08/2018;SG
2342;1121;14/02/2020;ID
2844;2979;08/08/2020;SG
2037;2887;04/05/2019;SG
2822;4222;29/07/2019;PH
2516;1050;20/09/2021;ID
2550;2307;22/01/2020;SG
2900;4364;22/03/2019;PH
2274;3951;27/04/2018;MY
2560;4140;22/07/2019;PH
2186;4069;27/03/2021;PH
2252;2451;01/10/2020;SG
2888;3455;29/10/2020;MY
2108;4540;08/11/2020;SZ
2718;2141;07/08/2019;SG
2688;3798;12/08/2018;MY
2521;4695;24/12/2019;SZ
2371;3054;30/08/2021;MY
2133;4602;15/04/2019;SZ
2116;4409;06/03/2019;PH
2535;2983;09/07/2020;SG
2163;4316;03/10/2021;PH
2000;1434;12/01/2021;ID
2800;1147;17/12/2019;ID
2852;1515;15/03/2018;ID
2599;2194;27/03/2021;SG
2872;4844;12/06/2018;SZ
2422;2643;12/03/2021;SG
2267;4268;28/06/2019;PH
2574;2831;08/04/2021;SG
2964;1500;09/04/2020;ID
2239;3571;07/11/2018;MY
2025;2453;14/02/2019;SG
2128;4263;06/05/2020;PH
2052;4141;25/09/2019;PH
2346;3979;10/11/2019;MY
2891;2798;11/05/2018;SG
2307;1448;29/08/2020;ID
2950;2936;27/01/2019;SG
2355;4116;04/09/2018;PH
2760;2229;09/06/2018;SG
2393;2954;03/06/2021;SG
2725;3815;20/10/2021;MY
2989;2276;25/10/2018;SG
2726;1980;15/10/2018;ID
2848;2118;05/01/2021;SG
2832;3207;09/01/2018;MY
2252;3007;03/02/2018;MY
2799;3415;27/08/2020;MY
2249;4461;03/07/2018;PH
2941;3044;02/03/2018;MY
2269;3070;01/04/2018;MY
2239;3013;02/11/2018;MY
2188;1308;11/12/2020;ID
2576;2674;10/06/2020;SG
2696;1749;08/10/2019;ID
2057;3430;03/01/2019;MY
2033;3593;05/03/2018;MY
2648;1138;11/11/2020;ID
2903;2222;24/10/2021;SG
2303;4255;27/03/2019;PH
2107;3042;11/02/2019;MY
2916;1438;03/03/2021;ID
2383;4251;05/04/2020;PH
2934;4636;06/06/2020;SZ
2258;4777;03/02/2018;SZ
2801;1532;24/02/2019;ID
2204;3506;28/02/2018;MY
2222;4159;13/12/2019;PH
2394;3314;12/08/2019;MY
2888;1157;01/06/2018;ID
2230;2739;29/07/2018;SG
2159;1790;26/11/2019;ID
2850;1173;25/05/2019;ID
2348;1966;03/12/2019;ID
2708;2963;17/09/2019;SG
2478;4341;09/11/2021;PH
2614;3211;28/08/2020;MY
2645;4138;04/03/2018;PH
2654;4804;11/09/2020;SZ
2571;2108;07/07/2021;SG
2877;2727;19/12/2021;SG
2276;1473;06/02/2020;ID
2336;2873;20/08/2018;SG
2490;1403;26/06/2021;ID
2951;2903;16/05/2018;SG
2785;4257;21/10/2020;PH
2530;2542;28/04/2020;SG
2817;2566;19/01/2020;SG
2643;2678;12/11/2019;SG
2533;3461;11/03/2019;MY
2554;4395;01/08/2020;PH
2171;1815;15/12/2018;ID
2802;4576;19/09/2021;SZ
2412;2824;17/07/2021;SG
2146;3274;18/05/2018;MY
2454;3594;01/04/2018;MY
2839;4883;07/08/2021;SZ
2961;4467;13/10/2020;PH
2185;2369;14/10/2020;SG
2215;1195;08/04/2021;ID
2328;2384;15/03/2018;SG
2561;3731;10/06/2021;MY
2605;1347;20/03/2018;ID
2560;4940;22/12/2018;SZ
2897;4481;11/11/2018;PH
2514;3980;04/03/2019;MY
2089;1333;04/02/2021;ID
2622;4350;07/01/2021;PH
2078;3545;02/07/2021;MY
2491;3456;10/08/2021;MY
2108;3210;06/06/2021;MY
2759;3961;18/10/2021;MY
2177;2812;22/01/2019;SG
2373;3602;02/08/2021;MY
2095;1630;18/04/2018;ID
2003;3527;23/04/2019;MY
2493;4316;30/04/2020;PH
2772;2888;04/04/2019;SG
2142;1593;05/11/2020;ID
2226;1743;09/12/2018;ID
2343;1400;13/07/2019;ID
2790;1348;20/01/2021;ID
2754;2583;25/04/2019;SG
2271;4069;13/03/2021;PH
2924;3619;13/08/2021;MY
2316;4218;28/04/2019;PH
2671;2875;18/05/2020;SG
2981;3922;10/08/2018;MY
2062;1967;01/06/2020;ID
2113;4590;08/09/2021;SZ
2442;3420;23/08/2021;MY
2191;4719;27/06/2019;SZ
2994;3955;19/10/2019;MY
2297;2337;10/12/2021;SG
2565;1118;18/07/2020;ID
2223;4748;16/10/2021;SZ
2020;2919;02/07/2019;SG
2184;3031;19/02/2020;MY
2094;1584;02/04/2020;ID
2391;2579;02/02/2019;SG
2825;1156;17/03/2019;ID
2048;1602;12/10/2018;ID
2352;1334;28/05/2020;ID
2519;3191;04/12/2019;MY
2507;1467;24/08/2021;ID
2146;4681;30/06/2019;SZ
2296;2731;02/05/2021;SG
2591;2187;18/09/2019;SG
2640;3654;20/12/2019;MY
2168;1666;28/05/2018;ID
2834;1292;18/02/2021;ID
2841;4467;24/03/2019;PH
2479;3801;06/11/2020;MY
2235;1428;10/04/2019;ID
2479;2814;22/12/2020;SG
2871;2818;27/02/2020;SG
2973;2784;23/11/2019;SG
2946;1676;19/11/2020;ID
2886;3400;16/05/2020;MY
2271;2176;29/05/2020;SG
2490;3761;16/12/2019;MY
2646;2514;11/03/2020;SG
2191;2469;06/04/2020;SG
2452;4687;01/02/2018;SZ
2887;1069;09/01/2019;ID
2768;4668;22/10/2021;SZ
2455;2026;15/06/2021;SG
2389;2954;19/06/2018;SG
2027;1817;26/02/2020;ID
2962;1198;06/08/2018;ID
2676;1218;12/07/2020;ID
2694;4826;07/12/2020;SZ
2140;1554;17/12/2020;ID
2136;4008;06/07/2018;PH
2645;4659;21/07/2020;SZ
2386;4457;15/10/2018;PH
2234;2734;12/12/2018;SG
2584;1761;07/06/2018;ID
2688;2281;17/01/2020;SG
2689;4979;10/08/2019;SZ
2782;3427;08/10/2019;MY
2288;4837;27/05/2018;SZ
2577;1334;12/02/2019;ID
2809;3678;01/12/2021;MY
2739;2781;04/10/2018;SG
2966;3293;26/12/2021;MY
2039;4699;29/12/2018;SZ
2174;2380;18/02/2021;SG
2086;1040;30/05/2018;ID
2524;3881;31/10/2018;MY
2770;3819;15/03/2020;MY
2339;4679;22/10/2021;SZ
2481;2030;18/09/2019;SG
2596;4127;07/07/2018;PH
2913;1398;31/05/2018;ID
2715;1022;24/08/2019;ID
2793;1257;14/09/2021;ID
2741;2001;20/09/2018;SG
2536;3484;21/03/2018;MY
2087;1939;23/05/2020;ID
2065;3297;25/06/2018;MY
2655;4109;23/07/2018;PH
2418;2480;14/05/2019;SG
2964;3420;22/09/2020;MY
2437;4262;12/03/2021;PH
2311;2055;11/05/2019;SG
2011;4417;30/07/2021;PH
2321;2879;27/03/2019;SG
2714;4744;26/06/2021;SZ
2256;2693;27/11/2019;SG
2652;2229;08/07/2021;SG
2668;3131;02/11/2019;MY
2154;1744;10/07/2020;ID
2946;3315;28/09/2020;MY
2665;1599;28/12/2019;ID
2160;3489;02/09/2018;MY
2068;4147;26/03/2020;PH
2179;1675;16/12/2019;ID
2340;3766;14/01/2021;MY
2394;3344;18/04/2019;MY
2422;2400;13/08/2018;SG
2902;4142;01/08/2020;PH
2814;2209;25/10/2021;SG
2685;4038;21/09/2020;PH
2187;4515;05/10/2018;SZ
2944;1809;09/04/2018;ID
2688;4766;12/12/2020;SZ
2646;1156;03/06/2018;ID
2957;2427;18/09/2020;SG
2979;4860;05/02/2020;SZ
2055;3611;05/12/2019;MY
2073;1325;28/11/2018;ID
2267;2560;23/04/2020;SG
2016;2093;15/12/2020;SG
2412;4274;27/02/2018;PH
2654;1598;10/11/2019;ID
2236;2343;24/01/2018;SG
2284;3057;16/05/2018;MY
2829;4804;29/11/2020;SZ
2290;4009;27/08/2021;PH
2053;3722;12/04/2018;MY
2348;4404;24/02/2020;PH
2720;1047;25/09/2020;ID
2352;2807;05/12/2019;SG
2051;2150;22/07/2021;SG
2444;4745;21/10/2020;SZ
2447;2118;22/05/2020;SG
2190;2504;25/07/2019;SG
2740;3393;17/09/2019;MY
2281;3091;24/12/2019;MY
2687;4351;15/07/2021;PH
2377;1202;23/04/2018;ID
2464;3611;28/01/2021;MY
2678;3805;14/03/2018;MY
2661;3604;13/08/2019;MY
2786;3912;11/04/2020;MY
2752;1379;05/03/2020;ID
2101;2431;04/01/2018;SG
2488;1881;04/10/2021;ID
2719;1676;29/01/2019;ID
2960;1778;18/04/2018;ID
2811;3369;11/05/2020;MY
2561;3760;19/12/2021;MY
2270;4828;15/05/2021;SZ
2780;4950;16/11/2018;SZ
2518;4354;17/02/2018;PH
2235;2279;26/11/2020;SG
2737;1849;26/05/2018;ID
2068;4067;02/11/2018;PH
2734;2778;20/12/2019;SG
2524;3935;30/04/2019;MY
2683;1072;22/01/2018;ID
2532;1023;12/12/2020;ID
2514;3036;06/05/2021;MY
2154;3079;07/03/2019;MY
2458;4155;28/04/2021;PH
2435;4310;20/04/2021;PH
2297;3398;03/07/2021;MY
2231;2395;20/03/2020;SG
2322;2984;07/06/2019;SG
2108;4215;04/11/2019;PH
2608;1678;02/11/2020;ID
2745;3698;24/07/2020;MY
2224;2988;18/02/2021;SG
2586;2610;14/09/2019;SG
2621;3397;13/09/2018;MY
2593;1700;22/01/2020;ID
2840;4358;26/07/2019;PH
