shopid;total_clicks;impressions;Item_views
2612;60;299;100
2469;65;207;143
2112;17;184;128
2239;100;209;114
2274;96;296;123
2563;77;237;144
2392;65;246;165
2903;37;282;115
2449;11;174;109
2930;61;167;160
2463;89;186;104
2392;38;251;111
2970;17;252;185
2866;47;243;159
2347;27;227;190
2084;12;278;195
2987;56;254;126
2247;74;240;106
2971;89;235;166
2138;51;255;130
2582;54;188;159
2015;77;263;151
2498;60;215;113
2485;38;262;100
2938;57;243;154
2212;76;195;148
2796;16;162;125
2121;64;216;105
2377;82;163;177
2851;6;298;177
2885;32;164;194
2463;34;255;100
2747;16;153;177
2895;15;200;188
2877;37;247;138
2957;73;172;128
2787;91;150;104
2941;93;185;103
2167;85;206;121
2190;28;285;169
2409;72;202;112
2400;3;221;103
2436;18;287;188
2903;19;169;125
2029;6;241;174
2148;50;203;110
2834;93;171;194
2516;41;246;177
2663;11;215;180
2403;38;205;183
2431;30;250;106
2824;44;271;138
2640;30;276;172
2738;100;171;169
2917;44;196;141
2854;47;255;125
2135;71;196;162
2441;32;300;127
2425;48;261;132
2603;23;175;114
2523;65;198;124
2559;39;267;197
2573;65;187;187
2807;70;224;194
2493;30;150;156
2470;36;235;175
2243;94;200;150
2414;92;238;151
2302;76;266;102
2278;3;166;157
2383;93;200;167
2234;81;186;192
2683;6;190;107
2394;76;196;175
2904;100;242;188
2807;89;245;168
2640;68;286;124
2720;40;151;182
2311;34;171;141
2729;48;180;101
2628;69;250;136
2457;91;287;119
2996;54;157;157
2091;55;237;140
2448;63;274;126
2346;22;159;199
2809;7;226;132
2153;65;214;130
2327;33;300;116
2828;47;193;161
2569;75;189;184
2625;71;224;120
2212;90;222;181
2548;64;272;152
2516;49;213;162
2708;98;216;169
2802;40;218;129
2007;19;151;172
2054;81;284;173
2516;87;299;193
2101;98;274;143
2685;89;161;113
2832;92;229;130
2553;77;269;118
2076;67;221;120
2226;56;250;114
2730;36;276;199
2832;1;210;103
2166;34;199;160
2795;35;214;193
2864;97;196;144
2270;95;168;163
2243;65;276;199
2735;8;298;181
2223;54;190;119
2564;34;212;110
2673;55;186;162
2692;89;243;135
2149;8;276;140
2643;26;165;107
2223;30;194;150
2839;32;218;143
2321;59;155;186
2938;73;166;191
2464;19;257;141
2843;73;211;184
2242;25;222;166
2537;26;189;155
2927;35;213;184
2605;13;180;195
2014;30;217;176
2238;47;258;173
2839;75;198;150
2304;41;260;182
2997;31;192;152
2921;94;160;129
2516;89;260;158
2883;5;293;137
2979;78;291;196
2981;70;296;117
2767;1;176;185
2927;4;178;151
2582;21;256;187
2492;51;286;122
2189;100;288;137
2295;99;152;125
2449;22;241;125
2972;54;278;180
2857;62;158;132
2340;9;276;196
2841;96;179;157
2049;62;220;137
2405;52;195;152
2978;75;248;103
2629;45;204;146
2607;94;213;158
2347;49;235;160
2457;49;262;103
2654;30;290;132
2338;97;268;104
2866;69;171;126
2405;87;295;149
2471;37;252;170
2854;97;211;186
2702;33;162;128
2373;16;261;172
2865;99;185;191
2755;13;188;186
2148;81;265;102
2002;13;162;179
2224;76;168;121
2700;97;221;108
2101;2;215;134
2999;61;264;132
2041;66;241;187
2112;98;187;176
2388;77;282;135
2646;20;226;192
2013;94;203;150
2778;59;234;126
2695;79;170;194
2342;59;155;114
2525;89;278;163
2263;26;207;158
2686;82;169;108
2110;100;248;195
2043;89;279;124
2688;11;209;117
2963;56;250;115
2057;24;280;126
2020;1;277;161
2025;39;219;117
2844;40;240;142
2199;20;192;134
2791;82;256;194
2234;66;287;137
2110;1;274;190
2841;90;240;187
2635;15;277;119
2405;45;208;113
2456;34;262;104
2672;48;179;117
2407;32;157;110
2193;73;284;185
2436;27;230;183
2358;89;198;182
2504;82;255;199
2147;35;252;186
2726;74;232;177
2449;54;286;102
2542;1;215;109
2770;25;214;102
2081;65;250;131
2937;69;209;159
2434;68;285;199
2117;5;172;102
2273;29;253;115
2255;23;215;154
2188;64;243;152
2981;14;223;183
2840;38;284;188
2145;49;238;154
2562;67;208;110
2064;86;274;150
2218;12;284;186
2314;43;245;192
2629;19;263;132
2563;61;206;122
2814;51;268;182
2116;54;172;142
2502;61;205;132
2174;25;283;133
2189;73;210;103
2260;54;237;118
2841;58;232;121
2716;79;215;198
2450;100;290;147
2175;53;159;168
2930;11;185;161
2011;60;277;154
2875;96;298;102
2251;40;202;181
2238;76;261;184
2080;62;188;158
2466;68;185;164
2691;98;173;154
2701;99;257;136
2795;1;300;189
2737;2;217;120
2135;48;273;180
2526;26;226;160
2970;27;297;170
2103;92;175;176
2207;48;281;116
2389;58;268;177
2743;92;241;148
2217;67;227;174
2251;62;201;106
2899;11;298;152
2845;17;192;122
2206;50;234;199
2216;91;169;102
2686;57;265;130
2504;3;169;177
2679;86;173;160
2483;29;187;125
2434;75;290;194
2273;45;250;148
2552;34;190;164
2547;53;247;108
2918;9;206;146
2936;6;169;113
2212;20;233;179
2337;70;196;137
2931;88;164;189
2055;38;234;102
2410;45;266;181
2255;20;173;121
2667;86;217;102
2703;29;178;109
2135;93;155;151
2016;80;219;133
2374;20;194;102
2401;26;216;173
2361;52;249;128
2672;41;235;158
2202;61;299;153
2664;91;259;138
2643;40;188;122
2722;38;212;151
2963;84;278;108
2564;88;208;131
2659;4;198;185
2650;38;273;105
2137;20;224;171
2394;86;223;132
2507;60;290;103
2472;95;237;140
2661;37;283;120
2014;32;219;103
2480;80;251;184
2777;88;238;100
2621;39;198;167
2320;55;200;106
2907;68;243;150
2877;11;261;186
2275;76;209;140
2334;50;230;121
2673;99;249;143
2272;62;222;126
2307;68;235;111
2310;46;205;151
2504;20;238;135
2717;86;195;131
2500;12;195;155
2782;65;152;116
2778;71;196;182
2534;76;153;162
2506;72;218;196
2844;34;189;152
2570;28;161;147
2904;13;157;141
2570;30;271;161
2185;44;170;128
2590;98;290;138
2298;31;202;161
2707;73;245;163
2183;45;284;119
2204;33;271;172
2730;2;263;143
2052;95;153;153
2894;25;233;130
2463;23;209;150
2231;79;252;177
2552;61;188;121
2016;27;295;131
2421;97;297;102
2748;10;193;185
2234;39;281;115
2962;8;300;172
2090;86;185;134
2952;97;208;183
2934;49;264;153
2896;91;281;179
2467;64;293;115
2235;27;162;174
2804;48;287;153
2552;47;156;155
2838;76;227;114
2142;38;187;130
2256;40;193;126
2031;95;278;154
2346;78;247;190
2411;70;150;137
2203;22;276;102
2472;25;159;114
2588;69;263;193
2560;37;181;190
2441;31;237;135
2391;65;265;182
2593;10;183;171
2134;25;232;187
2166;62;186;148
2897;4;220;122
2085;94;269;160
2679;86;299;155
2441;43;196;123
2969;90;187;199
2379;57;182;118
2908;60;191;114
2206;65;243;133
2782;63;164;159
2895;13;252;159
2673;69;255;171
2483;38;254;134
2261;76;189;107
2328;92;264;169
2221;29;225;183
2132;29;196;190
2336;49;226;125
2905;67;244;104
2137;44;269;178
2012;66;176;120
2859;23;168;159
2194;91;233;138
2969;56;176;114
2608;68;224;174
2285;4;297;199
2852;90;267;152
2640;78;259;117
2083;40;288;198
2673;53;186;189
2398;41;234;122
2004;82;214;155
2335;37;164;162
2252;41;275;175
2532;80;236;107
2233;52;164;104
2106;94;258;183
2210;51;286;191
2390;35;173;170
2375;83;271;114
2065;3;204;141
2695;80;159;183
2368;55;293;185
2259;17;251;196
2168;74;153;136
2845;47;186;182
2570;13;172;163
2616;61;254;105
2468;61;248;117
2805;95;297;173
2051;76;162;133
2042;81;158;162
2220;48;278;178
2999;87;166;151
2581;65;215;110
2661;1;193;117
2156;15;262;114
2271;11;259;199
2057;74;235;153
2813;94;290;185
2689;59;196;112
2727;74;164;124
2412;18;175;187
2303;53;158;188
2561;29;193;103
2489;86;246;105
2091;15;210;167
2213;37;228;115
2598;7;255;127
2707;84;286;147
2329;34;286;193
2538;2;274;193
2550;42;153;113
2823;56;162;137
2491;31;184;171
2787;62;232;192
2130;6;220;129
2269;34;152;168
2936;95;294;195
2053;37;209;142
2759;41;159;109
2945;66;209;113
2882;88;181;185
2361;49;243;140
2371;5;251;167
2179;47;260;157
2783;27;194;108
2169;90;261;133
2389;24;171;100
2795;71;219;114
2570;54;269;136
2842;91;152;165
2060;9;165;150
2318;9;279;130
2825;23;161;130
2416;86;193;161
2574;47;245;144
2250;67;205;172
2448;63;212;164
2394;54;171;128
2215;95;220;123
2369;58;200;114
2199;5;259;176
2397;38;256;148
2344;27;181;131
2945;89;220;135
2842;39;281;181
2634;14;295;124
2422;10;168;142
3000;37;205;107
2050;1;297;161
2708;72;199;106
2257;79;204;102
2330;97;294;151
2755;73;173;190
2650;49;192;168
2321;85;292;138
2970;79;153;159
2322;81;167;142
2872;95;210;181
2789;40;278;111
2765;79;229;179
2626;90;177;129
2128;6;181;108
2628;87;245;173
2259;20;282;100
2589;12;269;192
2994;44;281;132
2114;37;254;138
2935;11;181;183
2414;77;207;106
2206;94;263;200
2104;77;288;147
2162;82;221;137
2536;95;191;147
2203;75;196;164
2542;96;194;166
2708;36;196;134
2869;8;241;129
2868;53;296;110
2555;39;157;134
2619;26;174;102
2777;21;151;143
2762;41;189;139
2961;68;180;120
2163;25;169;169
2810;96;271;160
2296;37;283;124
2076;56;285;136
2294;56;208;101
2875;4;167;182
2550;44;287;187
2765;17;279;169
2405;15;216;194
2136;83;243;138
2022;93;281;146
2878;65;245;182
2064;79;239;161
2683;72;223;145
2182;55;281;158
2230;6;189;171
2635;37;180;158
2530;7;225;178
2740;32;233;118
2680;100;168;127
2177;9;152;192
2727;87;208;182
2316;87;247;143
2592;17;172;142
2758;23;174;112
2751;69;243;195
2323;70;231;140
2067;77;180;161
2137;57;255;198
2009;36;252;171
2936;52;273;101
2583;11;213;178
2641;42;279;100
2717;47;268;149
2335;10;230;107
2299;59;284;192
2046;23;247;109
2237;81;223;124
2653;59;269;172
2379;54;190;122
2215;42;299;115
2962;100;222;138
2139;36;278;180
2241;79;277;124
2927;71;223;173
2654;43;161;152
2582;4;179;111
2639;27;155;152
2081;9;282;154
2800;90;281;113
2510;49;263;181
2292;48;194;147
2818;39;208;184
2206;96;278;138
2332;49;189;170
2088;28;178;119
2593;75;267;170
2078;63;300;173
2467;43;161;157
2254;37;193;150
2155;44;244;121
2344;50;157;191
2294;45;282;146
2382;6;283;185
2471;6;183;107
2086;74;176;118
2150;9;234;116
2711;32;158;113
2197;14;291;171
2555;93;151;160
2967;25;297;162
2931;53;244;127
2277;62;291;178
2593;76;255;186
2511;33;212;113
2996;88;290;135
2974;71;171;107
2702;88;251;101
2739;57;235;144
2682;79;262;187
2343;97;286;196
2420;75;247;183
2136;43;281;154
2689;86;288;159
2994;7;169;102
2134;9;222;144
2059;20;165;177
2981;69;216;142
2073;54;231;171
2876;100;219;116
2925;57;206;153
2935;5;268;144
2760;37;170;193
2102;81;208;111
2058;3;299;161
2804;45;244;118
2181;32;221;184
2009;18;288;135
2368;39;218;197
2982;68;270;167
2272;20;256;131
2347;67;193;131
2014;20;184;159
2627;62;175;121
2451;39;266;149
2691;49;183;187
2449;83;175;154
2059;6;171;104
2150;80;272;106
2030;88;264;105
2575;62;193;100
2746;17;174;183
2198;84;256;146
2412;34;184;128
2892;67;194;110
2772;97;157;188
2154;35;190;181
2945;2;185;163
2180;14;162;108
2239;11;238;200
2845;70;270;182
2952;19;152;172
2878;22;168;150
2898;50;221;186
2558;39;153;112
2297;28;207;144
2062;56;200;107
2431;65;168;183
2467;40;177;114
2871;66;271;146
2768;72;207;194
2713;74;221;181
2774;14;152;129
2853;22;208;200
2922;39;294;108
2755;8;230;198
2340;88;161;165
2570;78;273;167
2669;10;150;162
2782;25;170;155
2499;55;264;131
2843;70;196;136
2383;27;221;182
2336;38;239;148
2058;50;268;109
2517;48;278;106
2229;44;197;122
2199;43;283;189
2053;84;199;116
2773;73;206;196
2803;10;262;192
2809;91;221;136
2627;86;197;130
2651;60;237;113
2443;41;167;174
2450;87;180;163
2233;57;231;171
2858;29;187;105
2540;93;250;157
2392;52;157;135
2256;90;274;160
2315;13;177;152
2275;48;295;133
2763;33;176;138
2535;4;224;104
2401;23;251;144
2721;78;282;191
2416;54;247;155
2727;64;282;175
2566;96;223;173
2937;85;253;142
2570;15;248;140
2138;22;280;106
2961;25;178;156
2046;29;205;129
2156;84;233;157
2632;91;292;139
2260;76;276;136
2861;53;253;168
2641;10;164;128
2707;85;151;112
2400;36;279;181
2295;9;274;132
2924;5;204;144
2607;27;250;107
2897;86;181;104
2497;81;238;172
2363;96;150;187
2862;10;264;109
2687;88;219;118
2404;87;287;153
2492;62;192;178
2032;84;200;170
2779;80;174;182
2264;36;242;136
2447;60;289;149
2793;10;250;159
2528;93;257;166
2972;9;257;199
2195;82;264;136
2912;34;288;104
2555;7;150;115
2034;89;177;180
2907;82;258;178
2305;67;205;138
2658;48;228;151
2126;97;275;117
2067;2;239;166
2304;12;232;180
2336;9;198;187
2906;16;245;147
2459;85;271;188
2408;57;222;130
2208;86;284;184
2099;24;203;144
2372;47;235;190
2184;38;209;146
2656;99;201;105
2066;23;292;124
2326;4;273;174
2954;47;265;129
2242;57;220;163
2786;7;263;177
2523;40;226;154
2457;85;190;151
2541;47;289;191
2975;85;224;115
2664;2;233;135
2968;62;249;103
2641;27;226;180
2869;78;194;111
2982;51;200;174
2906;53;289;197
2211;18;201;153
2157;27;180;123
2545;85;150;106
2298;98;213;128
2534;13;196;173
2562;15;250;145
2700;7;292;187
2406;86;233;160
2857;78;178;137
2995;20;233;181
2411;97;193;181
2126;4;289;178
2080;90;291;111
2897;65;192;133
2526;31;279;100
2992;6;229;145
2611;100;224;170
2768;11;290;169
2211;74;194;155
2094;25;291;131
2266;64;246;113
2028;90;185;129
2146;36;231;180
2659;24;276;145
2365;79;263;115
2912;73;217;124
2031;62;177;136
2975;66;293;169
2988;72;174;176
2850;89;201;198
2991;27;172;152
2074;43;193;110
2926;6;282;118
2854;82;277;185
2719;20;297;134
2951;45;245;130
2604;60;265;188
2985;36;157;199
2529;78;278;171
2058;65;275;199
2654;2;283;165
2856;68;208;150
2973;6;287;101
2025;10;168;178
2544;65;194;194
2850;83;153;140
2894;32;296;123
2042;85;155;146
2527;23;232;168
2444;73;300;190
2655;19;199;176
2053;43;277;159
2272;78;224;171
2680;89;169;128
2538;4;190;168
2955;8;241;163
2559;99;151;159
2502;9;257;106
2000;43;248;134
2674;90;259;167
2010;60;188;179
2928;54;270;109
2160;86;163;140
2771;38;290;189
2718;56;165;194
2586;25;295;181
2322;29;267;186
2354;2;244;152
2613;30;218;126
2042;83;194;195
2114;98;243;152
2779;84;171;103
2998;73;292;141
2663;69;272;178
2091;88;296;178
2062;1;299;150
2782;51;261;106
2835;32;170;107
2020;5;158;183
2755;52;205;172
2128;57;254;113
2323;88;188;118
2329;1;276;103
2224;23;204;192
2677;70;158;156
2861;18;259;150
2431;46;217;171
2288;2;295;177
2720;17;233;171
2159;32;162;164
2195;20;152;193
2641;76;238;181
2266;79;296;124
2102;77;285;157
2558;35;183;132
2598;21;298;121
2822;37;192;128
2152;88;298;151
2441;3;276;126
2149;8;225;187
2446;75;266;153
2644;6;241;136
2561;98;266;175
2160;67;214;113
2588;85;292;169
2893;11;266;188
2441;54;197;131
2957;41;194;124
2844;79;186;188
2409;62;299;183
2359;49;234;120
2688;27;255;156
2331;9;172;113
2419;1;198;187
2592;67;160;110
2573;91;202;117
2761;83;226;145
2874;74;175;150
2547;58;232;116
2237;74;235;151
2645;22;156;200
2173;34;273;190
2798;82;259;195
2956;90;150;200
2446;93;285;129
2132;3;271;130
2659;35;299;116
2145;95;244;140
2397;63;213;140
2232;19;208;196
2766;41;221;187
2750;37;287;135
2577;25;289;145
2818;34;282;179
2327;17;214;176
2339;16;245;120
2861;87;263;169
2386;7;294;148
2725;20;215;161
2390;86;223;148
2823;3;175;124
2742;40;166;124
2511;12;247;116
2885;11;242;112
2096;29;198;178
2897;24;191;157
2026;36;258;148
2064;7;281;154
2500;5;169;171
2643;43;253;125
2533;24;175;152
2352;95;293;198
2699;58;232;123
2330;26;288;155
2323;39;238;160
2553;30;254;188
2740;36;214;129
2521;20;274;142
2744;48;186;139
2162;5;157;107
2071;53;231;159
2375;50;249;200
2804;81;276;130
2658;61;229;111
2035;82;248;130
2373;25;281;131
2660;58;198;122
2426;41;203;190
2018;90;266;160
2964;74;294;188
2876;70;176;180
2234;53;280;174
2291;22;196;186
2051;41;167;145
2368;47;240;165
2914;57;273;186
2589;15;255;156
2399;36;156;191
2141;3;256;106
2317;18;167;145
2502;74;244;195
2080;9;211;143
2977;36;229;197
2210;55;297;144
2312;31;240;195
2030;60;242;200
2593;66;238;199
2484;32;276;177
2563;79;222;200
2624;27;258;153
2305;100;273;168
2688;52;295;120
2813;66;176;196
2731;24;226;124
2372;82;213;191
2793;72;159;115
2351;60;209;167
2287;24;215;174
2295;80;154;121
2012;76;274;188
2329;42;154;198
2891;76;240;145
2472;96;205;181
2940;63;239;171
2645;63;296;142
2252;42;194;126
2070;58;157;102
2936;53;263;167
2451;88;197;175
2657;64;283;132
2709;50;200;127
2916;12;197;172
2141;55;213;169
2818;56;255;111
2384;96;223;179
2341;29;152;135
2401;79;154;133
2623;52;163;145
2327;44;221;167
2618;25;229;185
2126;27;278;130
2688;49;300;141
2348;45;204;163
2209;23;162;139
2052;83;214;171
2638;99;261;156
2282;34;185;132
2494;65;255;155
2869;64;260;130
2377;28;171;170
2957;35;203;142
2821;52;279;119
2219;91;294;170
2851;60;179;106
2256;19;184;123
2699;63;179;124
2797;67;222;168
2819;3;300;117
2427;45;288;148
2913;81;257;116
2019;25;168;125
2813;19;194;160
2956;20;230;164
2686;75;153;119
2457;13;263;180
2350;68;179;128
2361;1;235;179
2263;43;223;187
2030;70;165;131
2036;27;281;145
2004;43;196;145
2520;1;154;147
2483;11;226;166
2674;21;269;126
2289;18;198;154
2485;43;283;108
2147;54;235;191
2346;58;220;182
2075;86;292;118
2411;59;249;109
2660;96;196;133
2246;23;203;115
2162;85;203;199
2885;62;158;112
2920;84;292;168
2935;97;282;139
2656;83;267;121
2296;64;205;145
2268;100;266;140
2133;24;221;113
2096;45;292;131
2391;19;190;161
2374;88;284;192
2387;48;266;195
2177;69;279;157
2084;62;158;200
2873;29;282;135
2279;41;242;192
2927;30;151;156
2526;82;268;127
2336;52;202;121
2465;25;269;132
2972;49;191;186
2942;71;256;125
2886;99;182;158
2435;22;208;174
2687;31;161;106
2305;19;253;133
2843;83;200;190
2794;46;223;110
2269;1;239;100
2347;45;157;198
2165;40;239;141
2296;92;166;198
2584;15;189;168
2116;80;255;178
2316;53;155;190
2294;15;156;199
2157;7;157;153
2659;54;262;188
2796;53;167;143
2810;31;270;135
2977;64;221;118
2076;11;154;105
2912;89;212;189
2478;78;227;130
2009;71;189;190
2072;7;294;196
2042;34;217;107
2513;85;166;194
2968;80;240;115
2964;56;199;163
2401;12;253;122
2837;20;160;100
2403;63;200;179
2808;33;239;134
2735;100;164;197
2550;80;275;135
2167;74;194;195
2199;51;278;126
2956;48;222;184
2522;74;243;115
2944;70;240;155
2438;10;209;102
2981;98;225;141
2181;71;230;158
2828;31;285;104
2507;92;216;130
2856;48;200;113
2994;12;257;127
2541;96;273;124
2762;39;234;138
2815;9;180;131
2149;23;175;103
2036;66;286;121
2665;2;222;200
2865;21;265;122
2419;33;221;196
2017;14;188;162
2285;48;169;108
2174;48;241;127
2754;28;206;191
2060;79;287;183
2713;4;203;187
2272;9;158;166
2944;55;162;139
2085;75;295;121
2287;78;208;101
2353;2;208;132
2932;82;195;100
2729;98;177;168
2388;91;213;200
2756;61;246;192
2354;2;277;144
2695;94;257;126
2566;51;282;108
2196;60;213;162
2221;9;295;116
2036;27;194;198
2706;38;162;168
2936;74;221;168
2557;64;245;104
2266;71;284;168
2927;85;243;164
2442;41;287;121
2557;27;158;112
2925;12;261;124
2829;39;220;134
2033;93;208;187
2769;86;273;172
2368;34;227;152
2823;55;226;147
2323;76;283;196
2944;85;206;133
2729;80;200;151
2492;37;267;109
2807;89;268;182
2048;41;169;140
2988;64;222;109
2980;53;237;172
2948;10;255;156
2808;28;208;198
2194;22;235;174
2831;31;225;130
2832;27;231;188
2043;79;163;164
2291;36;229;156
2036;31;236;177
2782;48;168;169
2980;48;171;183
2826;44;228;123
2960;80;205;149
2378;84;231;122
2486;78;273;150
2568;43;188;151
2055;87;174;192
2603;86;174;142
2235;8;177;105
2856;43;217;183
2999;25;207;161
2102;47;214;111
2771;10;183;175
2922;21;224;127
2380;85;172;156
2887;86;161;141
2419;85;180;108
2109;41;172;190
2795;35;165;129
2181;70;196;186
2891;51;273;174
2149;16;175;185
2028;81;150;185
2744;2;242;152
2893;84;234;104
2000;67;187;192
2157;72;248;103
2301;51;230;158
2127;65;216;106
2039;52;257;160
2906;49;191;144
2232;27;271;121
2548;29;195;172
2213;10;298;135
2983;62;282;103
2010;50;179;166
2446;53;268;197
2487;62;228;166
2771;32;215;188
2972;93;277;125
2157;20;170;197
2603;60;278;104
2701;98;245;159
2516;87;184;172
2422;35;287;148
2952;47;298;145
2212;13;178;173
2138;23;228;159
2001;9;253;120
2506;27;287;198
2981;5;284;168
2494;48;246;155
2051;69;194;114
2955;67;287;130
2170;45;222;115
2897;50;178;103
2598;83;241;106
2610;15;208;177
2412;29;275;158
2875;60;176;158
2720;30;151;131
2822;97;165;173
2121;2;181;143
2829;68;165;159
2679;47;222;126
2958;6;197;146
2722;85;274;185
2283;60;268;159
2292;63;201;100
2867;94;266;163
2772;18;195;176
2171;23;245;119
2885;29;252;120
2977;87;151;142
2416;38;151;180
2325;27;176;163
2145;96;271;200
2100;96;164;173
2150;76;260;172
2012;54;248;181
2556;87;198;200
2365;70;186;185
2058;12;259;157
2940;14;240;139
2494;29;198;195
2251;28;295;159
2101;94;276;111
2879;55;179;176
2538;63;280;174
2031;89;183;163
2315;4;209;132
2300;99;277;193
2119;20;159;175
2769;80;299;184
2648;60;216;117
2267;52;265;170
2175;49;225;199
2027;41;300;109
2089;43;154;128
2653;32;290;105
2483;91;231;139
2130;90;274;189
2999;31;194;188
2538;71;181;146
2577;16;243;140
2876;63;248;131
2088;82;150;106
2559;85;254;158
2026;4;174;166
2204;23;204;108
2660;23;275;113
2136;79;218;143
2849;8;185;127
2469;7;247;107
2507;62;229;139
2255;92;150;109
2492;15;213;109
2374;79;198;106
2762;67;287;111
2698;26;200;116
2470;59;175;180
2202;74;213;105
2976;21;281;181
2086;90;256;165
2501;24;252;165
2291;92;175;172
2233;69;291;139
2959;79;281;159
2196;32;265;158
2172;22;169;158
2423;49;282;111
2650;52;267;200
2366;83;211;117
2528;38;280;165
2788;48;262;100
2472;3;291;165
2525;92;197;146
2728;85;286;110
2372;81;275;120
2943;70;161;149
2091;13;158;125
2968;60;213;110
2706;24;166;114
2332;60;216;136
2020;59;209;155
2335;68;228;146
2544;68;238;177
2928;84;296;146
2880;28;298;197
2646;5;196;183
2159;17;288;172
2115;29;285;114
2265;100;284;196
2969;92;247;175
2540;22;155;164
2974;97;291;117
2677;46;200;105
2747;25;172;182
2709;92;271;128
2325;80;290;165
2471;94;289;110
2013;86;205;127
2563;48;185;195
2640;11;279;158
2764;54;188;155
2427;19;204;141
2803;35;192;113
2681;66;187;106
2281;14;255;132
2320;93;219;137
2758;49;263;100
2521;26;277;180
2682;25;226;144
2050;83;173;130
2265;97;290;169
2863;1;279;184
2241;49;163;145
2545;49;238;104
2153;49;182;159
2473;18;274;117
2214;15;207;159
2254;19;182;174
2213;84;249;168
2125;78;163;160
2971;32;258;152
2740;14;268;102
2557;14;240;155
2206;90;154;140
2457;48;248;172
2868;47;292;200
2836;62;265;179
2381;9;153;110
2225;12;283;160
2661;64;186;122
2170;43;268;110
2003;11;262;132
2082;34;164;127
2304;69;195;191
2155;42;253;145
2722;59;216;182
2094;34;168;177
2553;72;203;192
2431;86;184;177
2575;71;220;145
2511;34;254;187
2057;38;277;199
2185;100;258;175
2914;53;200;183
2688;8;201;169
2502;8;245;181
2776;28;185;110
2481;65;166;162
2226;90;188;152
2091;80;202;113
2937;58;270;186
2052;55;210;140
2504;60;276;166
2509;97;272;160
2108;1;159;149
2537;37;274;173
2704;11;204;150
2876;48;168;151
2499;76;157;141
2685;53;254;118
2563;96;178;167
2819;94;295;160
2815;91;162;167
2538;56;223;199
2995;22;212;104
2958;25;160;131
2243;40;218;119
2620;82;262;113
2197;19;182;180
2605;83;175;106
2140;14;226;129
2010;1;284;101
2417;78;247;192
2662;27;193;135
2579;16;195;176
2429;26;227;148
2947;58;283;133
2764;89;176;186
2450;48;290;152
2103;77;173;100
2809;40;196;104
2346;75;278;151
2114;22;196;196
2932;66;288;171
2692;18;257;132
2421;63;219;198
2261;42;155;183
2664;34;191;107
2963;98;222;188
2962;20;267;174
2098;38;254;142
2321;72;300;157
2791;58;232;134
2885;99;206;184
2746;64;254;138
2163;61;261;118
2752;40;194;191
2032;23;248;107
2263;90;252;133
2792;90;224;160
2388;7;294;104
2573;35;209;156
2861;81;172;109
2630;76;297;148
2898;61;167;184
2393;44;241;152
2819;58;188;104
2133;93;255;164
2935;53;294;194
2599;38;222;178
2454;89;278;190
2822;95;282;129
2955;89;210;127
2281;48;295;140
2843;1;176;152
2707;26;222;146
2427;38;293;174
2377;96;200;118
2718;57;279;105
2245;1;210;126
2429;3;158;180
2861;29;187;192
2824;41;228;112
2769;67;191;157
2593;78;270;120
2340;81;292;172
2854;61;219;123
2525;18;300;111
2530;84;292;169
2102;21;174;145
2432;8;173;146
2656;70;170;161
2535;61;204;153
2657;72;264;141
2290;24;179;151
2864;95;205;179
2158;23;282;109
2705;33;157;185
2464;15;264;181
2332;45;266;104
2762;21;160;143
2522;3;194;195
2569;45;269;125
2958;61;202;161
2749;67;299;119
2104;10;170;127
2606;73;283;150
2977;72;295;182
2961;65;225;155
2111;79;214;109
2461;10;285;109
2401;21;170;111
2679;74;251;169
2950;92;251;102
2063;7;193;154
2237;49;231;164
2240;85;296;133
2695;61;257;199
2182;32;166;116
2423;21;151;143
2086;17;237;104
2871;96;160;112
2945;22;285;124
2122;29;157;150
2484;34;273;198
2140;80;259;126
2185;96;206;200
2753;8;209;153
2339;90;243;115
2829;76;267;105
2497;68;186;173
2232;37;162;128
2957;85;198;185
2027;13;220;110
2010;5;229;136
2919;96;272;111
2093;46;195;132
2491;66;153;134
2419;54;171;115
2883;68;238;104
2879;34;256;110
2925;25;160;143
2983;62;181;196
2193;59;214;176
2966;100;273;185
2248;79;294;132
2801;77;170;135
2735;14;291;127
2583;54;212;190
2601;43;177;112
2157;74;191;194
2085;52;212;177
2074;56;248;147
2472;76;181;164
2066;26;161;120
2433;35;291;194
2970;61;295;159
2669;57;296;200
2142;81;261;102
2617;19;188;152
2418;27;255;170
2611;32;171;185
2943;28;210;121
2242;80;240;126
2635;22;166;194
2364;71;299;156
2063;71;211;179
2481;67;263;200
2854;31;268;175
2545;59;168;105
2737;88;280;113
2857;47;219;129
2744;13;292;163
2397;61;193;115
2335;63;223;192
2711;39;225;196
2478;12;242;142
2347;17;290;184
2143;83;218;199
2891;66;256;133
2992;27;273;142
2128;57;235;110
2102;87;291;160
2897;20;202;118
2949;75;254;133
2159;14;267;131
2515;88;176;105
2685;24;256;113
2634;34;274;180
2761;37;197;121
2726;39;171;160
2372;71;289;115
2174;7;151;122
2845;30;212;152
2583;40;232;125
2784;44;206;113
2557;48;195;106
2553;31;169;188
2907;95;166;160
2658;18;276;173
2836;81;204;131
2653;10;289;167
2199;78;216;156
2883;23;188;108
2090;27;174;121
2396;8;171;199
2215;72;162;129
2754;37;223;150
2878;52;246;139
2453;76;220;109
2885;36;194;117
2991;19;257;110
2620;52;217;188
2362;71;182;175
2626;7;215;175
2635;52;189;107
2134;65;234;193
2612;19;247;131
2824;8;284;106
2362;1;187;124
